henvendelse_id,kunde_id,dato,kanal,tekst
H000137,K100273,2025-01-29,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011228,K122125,2025-01-29,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018129,K135851,2025-01-29,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H015220,K130127,2025-01-29,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H013559,K126858,2025-01-29,e-post,"Har fått tilbud fra Handelsbanken på 5.01 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H012220,K124098,2025-01-29,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H008752,K117158,2025-01-29,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H007566,K114754,2025-01-29,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H016966,K133584,2025-01-29,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H014296,K128236,2025-01-29,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 5.17 % – kan dere matche det?"
H016762,K133139,2025-01-30,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009197,K117973,2025-01-30,chat,"Har fått tilbud fra en annen bank på 5.12 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H012453,K124537,2025-01-30,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010013,K119607,2025-01-30,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H009109,K117805,2025-01-30,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H016384,K132440,2025-01-30,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014983,K129646,2025-01-30,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009018,K117620,2025-01-30,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H001625,K103215,2025-01-30,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos en annen bank.
H002752,K105352,2025-01-30,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H017603,K134886,2025-01-30,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H015164,K130001,2025-01-30,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H018780,K137217,2025-01-30,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H017887,K135401,2025-01-30,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H001402,K102752,2025-01-30,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H015991,K131640,2025-01-30,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H019542,K138828,2025-01-30,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H011840,K123299,2025-01-30,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H007023,K113690,2025-01-30,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H014860,K129410,2025-01-30,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H019970,K139616,2025-01-30,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000833,K101715,2025-01-30,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H011356,K122353,2025-01-31,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H011929,K123496,2025-01-31,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H018202,K136023,2025-01-31,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001968,K103868,2025-01-31,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H016712,K133039,2025-01-31,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H002449,K104760,2025-01-31,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H011409,K122463,2025-01-31,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H003349,K106533,2025-01-31,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H008139,K115906,2025-01-31,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H012721,K125064,2025-01-31,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H017304,K134269,2025-01-31,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H016609,K132871,2025-01-31,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H013736,K127223,2025-01-31,e-post,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.13 % – kan dere matche det?"
H003661,K107116,2025-01-31,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H019279,K138280,2025-01-31,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009229,K118036,2025-01-31,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017228,K134104,2025-01-31,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008954,K117500,2025-01-31,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012839,K125327,2025-01-31,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H017210,K134069,2025-01-31,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H014355,K128356,2025-01-31,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017531,K134741,2025-01-31,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H001420,K102807,2025-01-31,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011472,K122576,2025-02-01,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H016723,K133052,2025-02-01,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H008831,K117289,2025-02-01,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H018501,K136599,2025-02-01,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H017823,K135288,2025-02-01,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003127,K106099,2025-02-01,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 5.04 % – kan dere matche det?"
H017636,K134943,2025-02-01,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019979,K139632,2025-02-01,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.93 % når nye kunder får bedre betingelser?
H007984,K115611,2025-02-01,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H005542,K110653,2025-02-01,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008214,K116059,2025-02-01,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H015559,K130805,2025-02-01,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H001189,K102382,2025-02-01,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H008680,K117025,2025-02-01,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006178,K111881,2025-02-01,e-post,"Har fått tilbud fra Danske Bank på 4.86 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H011421,K122476,2025-02-01,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H009527,K118656,2025-02-01,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003802,K107360,2025-02-01,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H009467,K118541,2025-02-01,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H013771,K127293,2025-02-01,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H019421,K138572,2025-02-01,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H018749,K137174,2025-02-01,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010558,K120724,2025-02-01,telefon,"Har fått tilbud fra en annen bank på 5.17 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H007874,K115348,2025-02-01,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012760,K125166,2025-02-01,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H019820,K139318,2025-02-01,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H007508,K114659,2025-02-02,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H015841,K131344,2025-02-02,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H003543,K106880,2025-02-02,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009007,K117599,2025-02-02,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H015961,K131565,2025-02-02,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H017082,K133811,2025-02-02,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H010023,K119630,2025-02-02,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H010091,K119789,2025-02-02,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H011158,K121983,2025-02-02,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H000230,K100445,2025-02-02,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H007758,K115148,2025-02-02,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H014907,K129500,2025-02-02,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H005727,K110980,2025-02-02,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H016253,K132142,2025-02-02,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H011715,K123051,2025-02-02,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H002532,K104918,2025-02-02,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008835,K117295,2025-02-02,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H019444,K138636,2025-02-02,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H015693,K131070,2025-02-02,chat,"Har fått tilbud fra Nordea på 5.21 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H012526,K124700,2025-02-02,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H000800,K101639,2025-02-02,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004606,K108861,2025-02-02,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H016557,K132774,2025-02-02,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H004656,K108939,2025-02-02,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H019981,K139635,2025-02-02,e-post,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H009404,K118410,2025-02-03,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H015312,K130308,2025-02-03,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H001226,K102447,2025-02-03,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H002383,K104643,2025-02-03,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H007765,K115160,2025-02-03,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H016964,K133577,2025-02-03,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H016037,K131718,2025-02-03,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.2 % når nye kunder får bedre betingelser?
H013666,K127104,2025-02-03,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018226,K136048,2025-02-03,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H012670,K124945,2025-02-03,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H006037,K111619,2025-02-03,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H018964,K137615,2025-02-03,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H018588,K136815,2025-02-03,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H000320,K100666,2025-02-03,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H003669,K107132,2025-02-03,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H004894,K109409,2025-02-03,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014496,K128674,2025-02-03,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H012828,K125306,2025-02-03,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.26 % når nye kunder får bedre betingelser?
H012501,K124636,2025-02-03,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013553,K126847,2025-02-03,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H011367,K122370,2025-02-03,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008588,K116802,2025-02-03,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H005921,K111393,2025-02-03,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002197,K104285,2025-02-04,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002840,K105550,2025-02-04,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H002305,K104480,2025-02-04,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H010986,K121644,2025-02-04,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H003087,K106018,2025-02-04,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H012358,K124377,2025-02-04,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H008969,K117515,2025-02-04,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H001688,K103335,2025-02-04,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H005422,K110419,2025-02-04,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H020131,K139939,2025-02-04,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016793,K133215,2025-02-04,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H011440,K122514,2025-02-04,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H004360,K108387,2025-02-04,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H014758,K129212,2025-02-04,e-post,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H016622,K132886,2025-02-04,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H001852,K103646,2025-02-04,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H005498,K110560,2025-02-04,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H015932,K131520,2025-02-04,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H000689,K101439,2025-02-05,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H011919,K123461,2025-02-05,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.0 % når nye kunder får bedre betingelser?
H001384,K102715,2025-02-05,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H002498,K104842,2025-02-05,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H012866,K125381,2025-02-05,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H003083,K106013,2025-02-05,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H018212,K136029,2025-02-05,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H000522,K101125,2025-02-05,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000808,K101652,2025-02-05,telefon,"Har fått tilbud fra en annen bank på 5.14 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H005524,K110609,2025-02-05,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H013723,K127202,2025-02-05,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H018666,K136983,2025-02-05,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H010875,K121405,2025-02-05,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.98 % når nye kunder får bedre betingelser?
H002620,K105099,2025-02-05,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H007608,K114838,2025-02-05,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H016169,K131977,2025-02-05,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H016592,K132851,2025-02-05,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H018970,K137624,2025-02-05,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H005647,K110833,2025-02-05,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H004080,K107871,2025-02-06,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003328,K106493,2025-02-06,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H017395,K134442,2025-02-06,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H017891,K135413,2025-02-06,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.13 % når nye kunder får bedre betingelser?
H004567,K108750,2025-02-06,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H003133,K106118,2025-02-06,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009641,K118909,2025-02-06,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H005908,K111346,2025-02-06,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018836,K137325,2025-02-06,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H014923,K129534,2025-02-06,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H001356,K102672,2025-02-06,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014321,K128284,2025-02-06,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H005571,K110703,2025-02-06,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008061,K115735,2025-02-06,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H006563,K112693,2025-02-06,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H018782,K137220,2025-02-06,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H018715,K137082,2025-02-06,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H012958,K125576,2025-02-06,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H005474,K110537,2025-02-06,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002411,K104688,2025-02-06,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H014763,K129215,2025-02-06,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H006798,K113174,2025-02-07,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010673,K120942,2025-02-07,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H015863,K131398,2025-02-07,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H008982,K117541,2025-02-07,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H009342,K118270,2025-02-07,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H003981,K107704,2025-02-07,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H014594,K128855,2025-02-07,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006338,K112196,2025-02-07,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H018803,K137263,2025-02-07,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H017809,K135253,2025-02-07,telefon,"Har fått tilbud fra Bulder på 5.02 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H001821,K103582,2025-02-07,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001915,K103766,2025-02-07,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.15 % når nye kunder får bedre betingelser?
H008811,K117260,2025-02-07,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018909,K137481,2025-02-07,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H003590,K106973,2025-02-07,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006763,K113099,2025-02-07,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.88 % når nye kunder får bedre betingelser?
H002998,K105851,2025-02-07,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H019825,K139327,2025-02-07,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H008195,K116021,2025-02-07,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017001,K133645,2025-02-07,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H012149,K123933,2025-02-07,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H000127,K100259,2025-02-07,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000560,K101205,2025-02-07,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 5.24 % – kan dere matche det?"
H003693,K107167,2025-02-07,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.78 % når nye kunder får bedre betingelser?
H008377,K116377,2025-02-07,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H009577,K118760,2025-02-07,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H015229,K130154,2025-02-08,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H017934,K135502,2025-02-08,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H004034,K107791,2025-02-08,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H011906,K123425,2025-02-08,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H004859,K109352,2025-02-08,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003944,K107628,2025-02-08,telefon,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H017543,K134767,2025-02-08,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014088,K127871,2025-02-08,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H015599,K130869,2025-02-08,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H004009,K107746,2025-02-08,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H015213,K130111,2025-02-08,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H002526,K104907,2025-02-08,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H014557,K128792,2025-02-08,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H017832,K135307,2025-02-08,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H019249,K138199,2025-02-08,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H004351,K108369,2025-02-08,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H008441,K116501,2025-02-08,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 5.05 % – kan dere matche det?"
H004320,K108333,2025-02-08,telefon,"Har fått tilbud fra Handelsbanken på 5.21 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H009679,K118975,2025-02-08,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011021,K121720,2025-02-08,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009327,K118239,2025-02-08,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H004642,K108918,2025-02-08,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003444,K106700,2025-02-08,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H007328,K114343,2025-02-08,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H011400,K122442,2025-02-08,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H013817,K127387,2025-02-09,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003730,K107221,2025-02-09,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014816,K129321,2025-02-09,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H001781,K103511,2025-02-09,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H000803,K101647,2025-02-09,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H011748,K123121,2025-02-09,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
